,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
329,351000,36000,Petrol,Individual,Manual,1.0,23.1,998 ,67.04,5.0,4
330,404000,120000,Diesel,Individual,Manual,3.0,12.8,2494 ,102,8.0,14
331,185000,185000,Diesel,Individual,Manual,3.0,21.1,1248 ,73.9,5.0,10
332,250000,50000,Diesel,Individual,Manual,1.0,23.08,1461 ,63.1,5.0,10
333,60000,100000,Petrol,Individual,Manual,4.0,17.3,993 ,60,5.0,19
334,500000,50000,Petrol,Individual,Manual,2.0,17.1,1591 ,121.3,5.0,8
335,85000,80000,Petrol,Individual,Manual,2.0,18.2,998 ,67.1,5.0,14
337,85000,80000,Petrol,Individual,Manual,4.0,19.7,796 ,46.3,5.0,16
338,265000,90000,Diesel,Individual,Manual,4.0,19.3,1248 ,73.9,5.0,10
339,130000,162000,Petrol,Individual,Manual,2.0,19.0,998 ,66.1,5.0,11
340,480000,110000,Diesel,Individual,Manual,3.0,20.77,1248 ,88.76,7.0,8
341,170000,120000,Diesel,Individual,Manual,3.0,17.8,1248 ,75,5.0,13
342,275000,45000,Diesel,Individual,Manual,1.0,23.08,1461 ,63.1,5.0,10
343,89000,90000,Petrol,Individual,Manual,2.0,18.9,998 ,67.1,5.0,16
344,170000,90000,Diesel,Individual,Manual,2.0,20.0,1399 ,68,5.0,11
345,1090000,16500,Petrol,Dealer,Manual,1.0,17.0,1197 ,110,5.0,2
346,1100000,67000,Diesel,Individual,Automatic,1.0,17.01,1582 ,126.2,5.0,4
347,610000,52000,Petrol,Dealer,Manual,1.0,22.0,1197 ,81.80,5.0,3
348,335000,40000,Petrol,Dealer,Manual,1.0,20.63,1198 ,67,5.0,5
349,434999,40000,Petrol,Dealer,Manual,1.0,18.9,1197 ,82,5.0,6
350,3000000,35000,Diesel,Individual,Manual,1.0,14.24,2755 ,174.5,7.0,3
351,390000,13000,Petrol,Dealer,Manual,1.0,20.71,799 ,53.26,5.0,3
352,325000,40000,Petrol,Dealer,Manual,1.0,18.5,1198 ,86.8,5.0,9
353,640000,10000,Petrol,Dealer,Manual,1.0,17.0,1198 ,73.75,5.0,2
354,450000,9000,Petrol,Dealer,Manual,1.0,16.95,1498 ,97.7,5.0,9
355,400000,70000,Diesel,Dealer,Manual,2.0,23.59,1364 ,67.06,5.0,8
356,215000,60000,Petrol,Dealer,Manual,1.0,20.36,1197 ,78.9,5.0,12
357,570000,40000,Diesel,Dealer,Manual,1.0,20.45,1461 ,83.8,5.0,7
358,680000,93000,Diesel,Dealer,Manual,1.0,15.1,2179 ,140,7.0,9
359,325000,80000,Diesel,Individual,Manual,4.0,12.8,2494 ,102,7.0,13
360,150000,50000,Petrol,Individual,Manual,2.0,15.64,1193 ,64.08,5.0,10
361,690000,68000,Petrol,Dealer,Automatic,1.0,14.5,1797 ,147.5,5.0,8
362,1550000,25000,Diesel,Individual,Automatic,1.0,14.84,2143 ,170,5.0,8
363,64000,18000,Petrol,Dealer,Manual,1.0,25.4,624 ,37.5,4.0,9
364,250000,120000,Diesel,Individual,Manual,1.0,23.08,1461 ,63.1,5.0,8
365,65000,35000,Petrol,Individual,Manual,1.0,18.9,998 ,67.1,5.0,16
366,550000,60000,Diesel,Individual,Manual,2.0,26.59,1248 ,74,5.0,5
367,140000,70000,Petrol,Individual,Manual,4.0,20.36,1197 ,78.9,5.0,11
368,300000,30000,Petrol,Individual,Manual,1.0,25.17,799 ,53.3,5.0,5
369,800000,70000,Petrol,Individual,Automatic,1.0,16.34,1798 ,189.3,5.0,5
370,2625000,9000,Diesel,Dealer,Automatic,1.0,13.6,1999 ,177,5.0,4
371,5150000,20000,Petrol,Dealer,Automatic,1.0,22.37,2487 ,214.56,5.0,2
372,3200000,45000,Diesel,Dealer,Automatic,1.0,19.33,1999 ,177,5.0,4
373,503000,110000,Diesel,Individual,Manual,1.0,14.1,2179 ,147.94,7.0,6
374,3800000,20000,Diesel,Individual,Automatic,1.0,18.0,1969 ,190,5.0,2
375,2000000,68089,Petrol,Trustmark Dealer,Automatic,1.0,19.16,2494 ,157.7,5.0,5
376,225000,58343,Petrol,Trustmark Dealer,Manual,1.0,21.79,998 ,67.05,5.0,8
377,740000,38817,Diesel,Dealer,Manual,1.0,27.39,1248 ,74,5.0,3
378,550000,56494,Petrol,Trustmark Dealer,Manual,1.0,18.2,1199 ,88.7,5.0,5
379,750000,79328,Diesel,Trustmark Dealer,Manual,2.0,12.99,2494 ,100.6,7.0,8
380,650000,5621,Petrol,Trustmark Dealer,Automatic,1.0,22.0,1197 ,81.80,5.0,2
381,625000,25538,Petrol,Trustmark Dealer,Manual,1.0,16.78,1496 ,88.73,5.0,4
382,600000,69779,Petrol,Dealer,Automatic,1.0,22.0,1197 ,81.80,5.0,3
383,450000,56290,Diesel,Dealer,Manual,1.0,24.0,1186 ,73.97,5.0,4
384,5400000,7500,Diesel,Dealer,Automatic,1.0,16.78,1995 ,190,5.0,2
385,5500000,8500,Diesel,Dealer,Automatic,1.0,16.78,1995 ,190,5.0,2
386,779000,7032,Petrol,Trustmark Dealer,Automatic,1.0,19.0,1199 ,88.76,5.0,2
387,645000,11000,Petrol,Dealer,Automatic,1.0,14.3,1598 ,103.5,5.0,5
388,2475000,2000,Diesel,Dealer,Automatic,1.0,16.8,1984 ,150,5.0,3
389,150000,106000,Petrol,Individual,Manual,3.0,20.36,1197 ,78.9,5.0,11
391,500000,120000,Petrol,Individual,Automatic,2.0,11.1,2354 ,158.8,5.0,12
392,480000,90000,Diesel,Individual,Manual,1.0,26.59,1248 ,74,5.0,6
393,535000,70000,Diesel,Individual,Manual,3.0,22.32,1582 ,126.32,5.0,7
394,250000,240000,Diesel,Individual,Manual,3.0,12.8,2494 ,102,8.0,16
395,300000,100000,Diesel,Individual,Manual,2.0,21.5,1248 ,88.8,5.0,9
396,340000,214000,Petrol,Individual,Manual,2.0,13.9,1599 ,103.2,5.0,12
397,340000,214000,Diesel,Individual,Manual,2.0,16.8,1493 ,110,5.0,12
398,240000,50000,Petrol,Individual,Manual,1.0,22.74,796 ,47.3,5.0,5
399,1085000,1000,Petrol,Individual,Automatic,1.0,18.0,1497 ,117.6,5.0,3
400,750000,19000,Diesel,Individual,Automatic,1.0,28.4,1248 ,74.02,5.0,4
401,95000,265000,Diesel,Individual,Manual,2.0,17.0,1405 ,70,5.0,9
402,409999,35000,CNG,Individual,Manual,1.0,20.88,1196 ,61.7,5.0,1
403,215000,80000,Petrol,Individual,Manual,2.0,23.95,998 ,67.05,5.0,7
404,1290000,50000,Diesel,Individual,Automatic,1.0,16.0,2179 ,140,7.0,5
405,150000,80000,Petrol,Individual,Manual,1.0,20.92,998 ,67.1,5.0,11
406,219000,50000,Petrol,Individual,Manual,2.0,21.1,814 ,55.2,5.0,8
407,325000,100000,Petrol,Individual,Manual,1.0,23.84,1199 ,84,5.0,3
408,260000,120000,Petrol,Individual,Manual,2.0,15.1,1196 ,73,5.0,8
409,2625000,9000,Diesel,Dealer,Automatic,1.0,13.6,1999 ,177,5.0,4
410,5150000,20000,Petrol,Dealer,Automatic,1.0,22.37,2487 ,214.56,5.0,2
411,3200000,45000,Diesel,Dealer,Automatic,1.0,19.33,1999 ,177,5.0,4
412,503000,110000,Diesel,Individual,Manual,1.0,14.1,2179 ,147.94,7.0,6
413,3800000,20000,Diesel,Individual,Automatic,1.0,18.0,1969 ,190,5.0,2
414,2000000,68089,Petrol,Trustmark Dealer,Automatic,1.0,19.16,2494 ,157.7,5.0,5
415,225000,58343,Petrol,Trustmark Dealer,Manual,1.0,21.79,998 ,67.05,5.0,8
416,740000,38817,Diesel,Dealer,Manual,1.0,27.39,1248 ,74,5.0,3
417,550000,56494,Petrol,Trustmark Dealer,Manual,1.0,18.2,1199 ,88.7,5.0,5
418,750000,79328,Diesel,Trustmark Dealer,Manual,2.0,12.99,2494 ,100.6,7.0,8
419,650000,5621,Petrol,Trustmark Dealer,Automatic,1.0,22.0,1197 ,81.80,5.0,2
420,625000,25538,Petrol,Trustmark Dealer,Manual,1.0,16.78,1496 ,88.73,5.0,4
421,600000,69779,Petrol,Dealer,Automatic,1.0,22.0,1197 ,81.80,5.0,3
422,450000,56290,Diesel,Dealer,Manual,1.0,24.0,1186 ,73.97,5.0,4
423,5400000,7500,Diesel,Dealer,Automatic,1.0,16.78,1995 ,190,5.0,2
424,5500000,8500,Diesel,Dealer,Automatic,1.0,16.78,1995 ,190,5.0,2
425,779000,7032,Petrol,Trustmark Dealer,Automatic,1.0,19.0,1199 ,88.76,5.0,2
426,645000,11000,Petrol,Dealer,Automatic,1.0,14.3,1598 ,103.5,5.0,5
427,2475000,2000,Diesel,Dealer,Automatic,1.0,16.8,1984 ,150,5.0,3
428,700000,40000,Diesel,Individual,Automatic,1.0,23.8,1498 ,78.9,5.0,2
429,950000,45000,Diesel,Individual,Manual,1.0,21.38,1396 ,88.7,5.0,4
430,160000,80000,Petrol,Individual,Manual,2.0,19.7,796 ,46.3,5.0,11
431,409999,135000,Diesel,Individual,Manual,2.0,24.4,1120 ,71.01,5.0,6
432,840000,120000,Diesel,Individual,Manual,2.0,12.99,2494 ,100.6,7.0,6
433,450000,67000,Diesel,Individual,Manual,1.0,23.59,1364 ,67.1,5.0,8
434,900000,50000,Diesel,Individual,Manual,1.0,28.4,1248 ,74.02,5.0,4
435,570000,134000,Diesel,Individual,Manual,2.0,12.8,2494 ,102,7.0,13
436,254999,110000,Diesel,Individual,Manual,2.0,23.08,1461 ,63.1,5.0,10
437,130000,40000,Petrol,Individual,Manual,1.0,16.1,796 ,37,4.0,12
438,530000,120000,Diesel,Individual,Manual,2.0,23.4,1248 ,74,5.0,8
439,520000,110000,Diesel,Individual,Manual,2.0,20.14,1498 ,88.8,5.0,6
440,229999,170000,Diesel,Individual,Manual,2.0,21.0,1461 ,64.1,5.0,10
441,81000,80000,Petrol,Individual,Manual,2.0,16.1,796 ,37,4.0,17
442,600000,47000,Diesel,Individual,Manual,1.0,25.2,1248 ,74,5.0,5
443,409999,93000,Petrol,Individual,Manual,1.0,19.1,1197 ,81.86,5.0,6
444,120000,70000,Petrol,Individual,Manual,2.0,16.1,796 ,37,4.0,11
445,320000,50000,Petrol,Individual,Manual,1.0,23.1,998 ,67.04,5.0,7
446,292000,70000,Diesel,Individual,Manual,1.0,20.0,1399 ,68.05,5.0,6
447,390000,80000,Diesel,Individual,Manual,1.0,13.93,2179 ,138.03,7.0,9
448,550000,44000,Petrol,Individual,Manual,1.0,18.16,1196 ,86.8,5.0,5
449,385000,25000,Petrol,Individual,Manual,1.0,23.1,998 ,67.04,5.0,7
450,800000,25000,Petrol,Individual,Manual,1.0,15.29,1591 ,121.3,5.0,5
451,675000,10000,Petrol,Individual,Manual,1.0,21.21,1197 ,81.80,5.0,2
452,1525000,50000,Diesel,Individual,Manual,1.0,17.6,2179 ,153.86,7.0,3
453,950000,30000,Diesel,Individual,Manual,1.0,23.0,1498 ,98.96,5.0,3
454,610000,50000,Diesel,Individual,Manual,2.0,21.19,1396 ,88.73,5.0,6
455,525000,120000,Diesel,Individual,Manual,1.0,22.54,1396 ,88.73,5.0,9
456,700000,40000,Diesel,Individual,Automatic,1.0,23.8,1498 ,78.9,5.0,2
457,375000,80000,Diesel,Individual,Manual,1.0,15.96,2523 ,62.1,7.0,6
458,580000,90000,Diesel,Individual,Manual,1.0,20.45,1461 ,83.8,5.0,6
459,434999,50000,Petrol,Individual,Manual,2.0,20.4,1197 ,83.11,5.0,6
460,350000,2136,Petrol,Individual,Manual,1.0,22.5,999 ,67,5.0,1
461,730000,250000,Diesel,Individual,Manual,1.0,12.99,2494 ,100,7.0,9
462,600000,35000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,6
463,1050000,120000,Diesel,Individual,Manual,1.0,12.99,2494 ,100.6,7.0,6
464,735000,70000,Diesel,Individual,Manual,1.0,27.39,1248 ,74,5.0,4
465,1050000,18000,Diesel,Dealer,Manual,1.0,19.6,1461 ,108.45,5.0,3
466,420000,110000,Diesel,Individual,Manual,2.0,18.2,1248 ,73.74,7.0,5
467,800000,60000,Diesel,Individual,Manual,1.0,23.65,1248 ,88.5,5.0,4
468,2000000,60000,Diesel,Individual,Automatic,1.0,12.55,2982 ,168.5,7.0,6
469,600000,147000,Diesel,Individual,Manual,2.0,26.59,1248 ,74,5.0,5
470,1900000,130000,Diesel,Individual,Automatic,1.0,12.55,2982 ,168.5,7.0,6
471,500000,99500,Diesel,Individual,Manual,3.0,11.5,1991 ,147.9,7.0,10
472,200000,110000,Diesel,Individual,Manual,2.0,17.0,1405 ,71,5.0,10
473,370000,35000,Petrol,Individual,Manual,1.0,19.49,1198 ,67.04,5.0,5
474,260000,110000,Diesel,Individual,Manual,2.0,16.2,1493 ,110,5.0,11
475,280000,100000,Diesel,Individual,Manual,1.0,25.32,1198 ,77,6.0,5
476,610000,21000,Petrol,Individual,Manual,1.0,16.02,1373 ,93.7,7.0,7
477,300000,60000,Diesel,Individual,Manual,2.0,23.5,1498 ,90,5.0,8
478,140000,40000,Diesel,Individual,Manual,1.0,16.6,1405 ,70,5.0,11
479,229999,50000,Petrol,Individual,Manual,1.0,19.81,1086 ,68.05,5.0,13
480,200000,65000,Petrol,Individual,Manual,2.0,19.0,998 ,66.1,5.0,11
481,200000,80000,Petrol,Individual,Manual,1.0,18.9,998 ,67.1,5.0,10
482,560000,119000,Diesel,Individual,Manual,1.0,23.9,1582 ,126.2,5.0,6
483,750000,80000,Diesel,Individual,Manual,1.0,24.52,1248 ,88.5,7.0,5
484,585000,90000,Diesel,Individual,Manual,1.0,25.2,1248 ,74,5.0,4
485,760000,20000,Petrol,Individual,Manual,1.0,17.01,1591 ,121.4,5.0,5
486,430000,80000,Diesel,Individual,Manual,2.0,25.2,1248 ,74,5.0,7
487,480000,44665,Diesel,Individual,Manual,1.0,25.32,1198 ,77,6.0,1
488,643000,10000,Diesel,Individual,Manual,1.0,20.8,1493 ,113.4,5.0,2
489,500000,60000,Petrol,Individual,Manual,1.0,20.14,1197 ,81.86,5.0,3
490,425000,22000,Petrol,Individual,Manual,1.0,18.5,1198 ,86.8,5.0,5
491,250000,25000,Petrol,Individual,Manual,1.0,22.74,796 ,47.3,5.0,7
492,285000,70000,Diesel,Individual,Manual,1.0,27.62,793 ,47,5.0,5
493,160000,123000,Petrol,Individual,Manual,3.0,17.5,1298 ,85.8,5.0,13
494,250000,70000,Diesel,Individual,Manual,2.0,20.54,1598 ,103.6,5.0,10
495,170000,70000,Petrol,Individual,Manual,2.0,18.6,1199 ,79.4,5.0,8
496,409999,45000,Diesel,Individual,Manual,1.0,23.59,1364 ,67.06,5.0,8
497,400000,40000,Petrol,Individual,Automatic,1.0,18.9,1197 ,82,5.0,6
498,700000,30000,Diesel,Individual,Manual,1.0,28.4,1248 ,74.02,5.0,2
499,350000,90000,Petrol,Individual,Automatic,1.0,12.9,1799 ,130,5.0,14
500,660000,34000,Petrol,Individual,Manual,2.0,17.5,1373 ,91.1,7.0,5
501,268000,25000,Petrol,Individual,Manual,1.0,24.7,796 ,47.3,5.0,4
502,270000,50000,Petrol,Individual,Manual,1.0,22.74,796 ,47.3,5.0,5
503,300000,50000,Diesel,Individual,Manual,1.0,25.44,936 ,57.6,5.0,8
504,450000,90000,Petrol,Individual,Manual,1.0,23.84,1199 ,84,5.0,4
505,220000,70000,Diesel,Individual,Manual,2.0,25.44,936 ,57.6,5.0,9
506,250000,146000,Diesel,Individual,Manual,2.0,13.93,2179 ,138,7.0,12
507,300000,85000,Petrol,Individual,Manual,2.0,15.6,1196 ,70,5.0,9
508,88000,201850,Diesel,Individual,Manual,2.0,17.88,1396 ,52.8,5.0,12
509,561000,30000,Diesel,Individual,Manual,1.0,26.59,1248 ,74,5.0,5
510,755000,15000,Diesel,Individual,Manual,1.0,28.4,1248 ,74.02,5.0,3
511,235000,25000,Petrol,Individual,Manual,1.0,22.7,799 ,53.64,5.0,4
512,165000,90000,Petrol,Individual,Manual,1.0,20.92,998 ,67.1,5.0,10
513,190000,80000,Diesel,Individual,Manual,2.0,19.3,1248 ,73.9,5.0,13
514,110000,50000,Diesel,Individual,Manual,1.0,17.2,1396 ,53.5,5.0,10
515,320000,80000,Diesel,Individual,Manual,2.0,13.6,2523 ,63,8.0,9
517,540000,38000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,5
518,180000,60000,Petrol,Individual,Manual,1.0,21.1,814 ,55.2,5.0,8
519,270000,100000,Petrol,Individual,Manual,3.0,15.37,1196 ,73,7.0,5
520,450000,30000,Petrol,Individual,Manual,1.0,17.5,1197 ,85.8,5.0,9
521,450000,30000,Petrol,Individual,Manual,1.0,19.1,1197 ,85.8,5.0,7
522,200000,50000,Petrol,Individual,Manual,1.0,18.6,1199 ,76.8,5.0,6
523,425000,42000,Petrol,Individual,Manual,1.0,23.84,1199 ,84,5.0,4
524,400000,30000,Petrol,Individual,Manual,1.0,18.2,1199 ,82.4,5.0,5
525,125000,60000,Petrol,Individual,Manual,3.0,19.7,796 ,46.3,5.0,12
526,1600000,14000,Diesel,Individual,Manual,1.0,17.1,1956 ,170,5.0,3
527,900000,22000,Petrol,Individual,Manual,1.0,17.4,1497 ,117.3,5.0,6
528,450000,90000,Diesel,Individual,Manual,1.0,20.54,1598 ,103.6,5.0,9
529,210000,46000,Petrol,Individual,Manual,1.0,20.92,998 ,67.1,5.0,10
530,801000,20000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,3
531,317000,15000,Diesel,Individual,Manual,1.0,15.42,1405 ,70,7.0,7
532,600000,40000,Petrol,Individual,Manual,2.0,16.02,1373 ,93.7,7.0,6
533,330000,30000,Petrol,Individual,Manual,2.0,18.5,1197 ,82.85,5.0,7
534,320000,15000,Petrol,Individual,Manual,2.0,21.1,814 ,55.2,5.0,4
536,120000,110000,Petrol,Individual,Manual,2.0,15.3,1341 ,83,5.0,14
537,130000,70000,Petrol,Individual,Manual,2.0,19.7,796 ,46.3,5.0,12
538,220000,80000,Petrol,Individual,Manual,1.0,18.2,1199 ,82.4,5.0,6
540,340000,110000,Petrol,Individual,Manual,1.0,17.57,1193 ,88.7,5.0,6
541,200000,70000,Diesel,Individual,Manual,2.0,19.68,1399 ,67,5.0,8
542,140000,50000,Petrol,Individual,Manual,2.0,19.7,796 ,46.3,5.0,19
543,1000000,190000,Diesel,Individual,Manual,1.0,12.99,2494 ,100.6,8.0,8
544,495000,100000,Diesel,Individual,Manual,2.0,13.6,2523 ,63,7.0,11
545,236000,60000,Petrol,Individual,Manual,1.0,22.74,796 ,47.3,5.0,6
546,390000,40000,Petrol,Individual,Manual,1.0,20.51,998 ,67.04,5.0,6
547,275000,90000,Diesel,Individual,Manual,2.0,19.3,1248 ,73.9,5.0,12
548,503000,110000,Diesel,Individual,Manual,1.0,14.1,2179 ,147.94,7.0,6
549,775000,32000,Diesel,Dealer,Manual,1.0,24.3,1248 ,88.5,5.0,4
550,1800000,30000,Diesel,Individual,Automatic,1.0,11.36,2755 ,171.5,7.0,5
551,850000,58000,Diesel,Individual,Manual,1.0,19.67,1582 ,126.2,5.0,5
552,750000,5000,Diesel,Individual,Manual,1.0,24.3,1248 ,88.5,5.0,3
553,570000,25000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,3
554,580000,32000,Petrol,Individual,Manual,1.0,18.9,1197 ,81.86,5.0,3
555,484999,30000,Petrol,Individual,Manual,1.0,18.7,1199 ,88.7,5.0,5
556,700000,43000,Petrol,Dealer,Manual,1.0,15.4,1497 ,117.3,7.0,4
557,415000,60000,Petrol,Dealer,Manual,1.0,17.7,1497 ,113.42,5.0,9
558,325000,50000,Petrol,Individual,Automatic,1.0,19.34,1198 ,76,5.0,6
559,550000,14200,Petrol,Individual,Manual,1.0,18.16,1196 ,86.8,5.0,3
560,300000,10000,Petrol,Individual,Manual,1.0,21.1,814 ,55.2,5.0,4
561,217000,25000,Petrol,Individual,Manual,1.0,22.7,799 ,53.64,5.0,3
562,700000,19100,Petrol,Individual,Manual,1.0,19.0,1194 ,94.68,5.0,3
563,466000,25000,Petrol,Individual,Automatic,4.0,20.3,1086 ,68,5.0,2
564,484999,54000,Diesel,Dealer,Manual,1.0,23.0,1498 ,98.96,5.0,7
565,670000,35000,Diesel,Individual,Manual,1.0,22.71,1461 ,84.8,5.0,3
566,500000,20000,Petrol,Individual,Manual,2.0,18.9,1197 ,81.86,5.0,3
567,675000,52000,Diesel,Individual,Manual,1.0,23.65,1248 ,88.5,5.0,5
568,220000,120000,Diesel,Individual,Manual,2.0,23.0,1396 ,90,5.0,10
569,1650000,50000,Diesel,Individual,Manual,1.0,17.1,1956 ,170,5.0,4
570,630000,120000,Diesel,Individual,Manual,2.0,20.77,1248 ,88.8,7.0,8
571,250000,90000,Diesel,Individual,Manual,2.0,18.8,1248 ,90,5.0,11
572,120000,120000,Petrol,Individual,Manual,3.0,18.9,998 ,67.1,5.0,17
573,300000,101500,Diesel,Individual,Manual,2.0,21.14,1498 ,103.52,5.0,6
574,525000,75000,Diesel,Individual,Automatic,1.0,22.32,1582 ,126.3,5.0,8
577,1100000,100000,Diesel,Individual,Manual,1.0,15.4,1997 ,120,7.0,5
578,480000,55735,Diesel,Individual,Manual,2.0,19.01,1461 ,108.45,5.0,9
579,605000,80000,Diesel,Individual,Manual,2.0,15.1,2179 ,140,7.0,7
580,250000,50000,Petrol,Individual,Manual,2.0,24.7,796 ,47.3,5.0,5
581,245000,70000,Diesel,Individual,Manual,2.0,20.0,1399 ,68.1,5.0,8
582,210000,76000,Petrol,Individual,Manual,4.0,20.36,1197 ,78.9,5.0,9
583,730000,1500,Petrol,Individual,Manual,1.0,21.21,1197 ,81.80,5.0,1
584,500000,76000,Diesel,Individual,Manual,1.0,15.96,2523 ,62.1,7.0,9
585,400000,40000,Petrol,Individual,Manual,1.0,20.51,998 ,67.04,5.0,6
586,280000,60000,Petrol,Individual,Manual,2.0,21.1,814 ,55.2,5.0,6
587,561000,170000,Diesel,Individual,Manual,3.0,12.8,2494 ,102,8.0,12
588,950000,181491,Diesel,Dealer,Manual,1.0,13.5,2477 ,175.56,7.0,8
589,375000,53319,Diesel,Dealer,Manual,1.0,25.44,936 ,56.3,5.0,5
590,700000,40906,Diesel,Dealer,Manual,1.0,21.66,1498 ,108.62,5.0,4
591,375000,31711,Petrol,Dealer,Manual,2.0,17.6,1496 ,88.7,5.0,9
592,270000,43755,Petrol,Dealer,Manual,2.0,21.1,814 ,55.2,5.0,9
593,300000,66693,Petrol,Dealer,Manual,1.0,25.17,799 ,53.3,5.0,5
594,225000,59549,Petrol,Dealer,Manual,1.0,19.0,998 ,67.1,5.0,11
595,1350000,94385,Diesel,Dealer,Manual,1.0,12.99,2494 ,100.6,8.0,6
596,200000,73730,Petrol,Dealer,Manual,1.0,18.2,998 ,67.1,5.0,11
597,400000,221889,Diesel,Dealer,Manual,1.0,22.32,1582 ,126.32,5.0,10
598,500000,116104,Diesel,Dealer,Manual,1.0,25.8,1498 ,98.6,5.0,8
599,500000,150546,Petrol,Dealer,Manual,1.0,22.0,1197 ,81.80,5.0,6
600,1500000,148120,Diesel,Dealer,Manual,1.0,14.24,2755 ,174.5,7.0,8
601,555000,20000,Petrol,Individual,Manual,2.0,15.8,1499 ,110,5.0,6
602,580000,30000,Petrol,Individual,Automatic,1.0,18.9,1197 ,81.86,5.0,3
603,337000,142000,Diesel,Individual,Manual,3.0,13.7,2179 ,138.1,7.0,10
604,175000,20000,Diesel,Individual,Manual,1.0,12.2,1948 ,68,10.0,10
605,180000,120000,Diesel,Individual,Manual,2.0,18.8,1248 ,90,5.0,12
606,200000,80000,Petrol,Individual,Manual,1.0,19.81,1086 ,68.05,5.0,10
607,260000,60000,Diesel,Individual,Manual,1.0,19.09,1405 ,69.01,5.0,5
608,350000,25000,Petrol,Individual,Manual,1.0,23.01,999 ,67,5.0,5
609,409999,50000,Diesel,Individual,Manual,2.0,13.6,2523 ,63,7.0,10
610,655000,126000,Diesel,Individual,Manual,1.0,18.49,1493 ,100,7.0,4
611,370000,170000,Diesel,Individual,Manual,1.0,26.59,1248 ,74,5.0,6
612,200000,24000,Petrol,Individual,Manual,1.0,22.74,796 ,47.3,5.0,8
613,800000,100000,Diesel,Individual,Manual,2.0,24.52,1248 ,88.5,7.0,4
614,550000,10000,Petrol,Individual,Manual,1.0,24.0,1199 ,83.81,5.0,2
615,300000,70000,Diesel,Individual,Manual,2.0,20.0,1399 ,68,5.0,9
616,220000,40000,Petrol,Individual,Manual,1.0,16.8,796 ,34.2,8.0,4
617,196000,110000,Petrol,Individual,Manual,1.0,18.9,998 ,67.1,5.0,10
618,135000,80000,Petrol,Individual,Manual,2.0,19.81,1086 ,68.05,5.0,13
619,299000,16500,Petrol,Individual,Manual,1.0,17.57,1193 ,88.7,5.0,6
620,300000,30000,Petrol,Individual,Manual,1.0,23.95,998 ,67.05,5.0,4
621,720000,80000,Diesel,Individual,Manual,1.0,24.52,1248 ,88.5,7.0,4
622,650000,50000,Diesel,Individual,Manual,3.0,14.1,2179 ,147.94,7.0,5
623,300000,25000,Petrol,Individual,Manual,1.0,23.95,998 ,67.05,5.0,5
624,750000,20000,Diesel,Individual,Manual,1.0,24.0,1186 ,73.97,5.0,2
625,260000,60000,Petrol,Individual,Manual,1.0,25.17,799 ,53.3,5.0,5
626,300000,70000,Diesel,Individual,Manual,2.0,22.9,1248 ,74,5.0,10
627,600000,50000,Diesel,Individual,Manual,2.0,15.96,2523 ,62.1,7.0,7
628,275000,100000,Petrol,Individual,Automatic,2.0,9.0,2997 ,218,5.0,17
629,250000,52000,Petrol,Individual,Manual,1.0,23.95,998 ,67.05,5.0,6
630,420000,80000,Diesel,Individual,Manual,1.0,23.4,1248 ,74,5.0,7
631,235000,50000,Petrol,Individual,Manual,1.0,21.1,814 ,55.2,5.0,6
632,1100000,60000,Diesel,Individual,Manual,1.0,15.4,2179 ,120,7.0,5
633,360000,25000,Petrol,Individual,Manual,1.0,23.95,998 ,67.05,5.0,2
634,380000,50000,Diesel,Individual,Manual,2.0,24.0,1120 ,70,5.0,7
635,650000,125000,Diesel,Individual,Manual,1.0,22.77,1498 ,98.59,5.0,5
636,350000,80000,Petrol,Individual,Manual,1.0,20.51,998 ,67.04,5.0,5
637,700000,70000,Diesel,Individual,Manual,1.0,15.96,2523 ,63,9.0,4
638,270000,90000,Diesel,Individual,Manual,3.0,23.0,1396 ,90,5.0,11
639,450000,50000,Diesel,Individual,Manual,1.0,22.95,1248 ,74,5.0,4
640,630000,101000,Diesel,Individual,Manual,1.0,16.55,2498 ,105,6.0,5
641,229999,168000,Diesel,Individual,Manual,1.0,14.0,2498 ,112,7.0,11
642,229999,168000,Diesel,Individual,Manual,1.0,14.0,2498 ,112,7.0,11
643,270000,40000,Petrol,Individual,Manual,1.0,18.9,998 ,67.1,5.0,10
644,135000,28900,Petrol,Individual,Manual,2.0,0.0,1172 ,65,5.0,12
645,275000,20000,Petrol,Individual,Manual,1.0,18.9,998 ,67.1,5.0,9
646,2625000,9000,Diesel,Dealer,Automatic,1.0,13.6,1999 ,177,5.0,4
647,5150000,20000,Petrol,Dealer,Automatic,1.0,22.37,2487 ,214.56,5.0,2
648,3200000,45000,Diesel,Dealer,Automatic,1.0,19.33,1999 ,177,5.0,4
649,503000,110000,Diesel,Individual,Manual,1.0,14.1,2179 ,147.94,7.0,6
650,3800000,20000,Diesel,Individual,Automatic,1.0,18.0,1969 ,190,5.0,2
651,2000000,68089,Petrol,Trustmark Dealer,Automatic,1.0,19.16,2494 ,157.7,5.0,5
652,225000,58343,Petrol,Trustmark Dealer,Manual,1.0,21.79,998 ,67.05,5.0,8
